p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
BAD	3.45277515254806e-188	0.273353917081555	0.44	0.138	6.04995262229472e-184	7	BAD
AKR7A2	2.14627798219586e-187	0.292311685874179	0.452	0.146	3.76070828040359e-183	7	AKR7A2
ITM2B1	1.32036794608163e-186	0.4587070775644	0.996	0.926	2.31354871512423e-182	7	ITM2B
CD592	7.47559849333336e-185	0.39120682381618	0.597	0.232	1.30987436800187e-180	7	CD59
MYLIP	4.00062112574222e-184	0.324868745677208	0.434	0.137	7.00988833652552e-180	7	MYLIP
ITGB1BP1	5.68625152700424e-183	0.297583259665718	0.461	0.154	9.96344992561683e-179	7	ITGB1BP1
RPL51	2.87155524032226e-179	0.434309801664865	0.998	0.96	5.03153909209266e-175	7	RPL5
UACA1	1.83462741482403e-178	0.312675349061571	0.384	0.111	3.21463415625467e-174	7	UACA
CAV21	5.5619792004677e-178	0.259898165829785	0.361	0.101	9.7456999550595e-174	7	CAV2
ASAP1	3.22162134581874e-175	0.27800191426372	0.428	0.135	5.6449249221436e-171	7	ASAP1
ARL2	1.87300164356723e-174	0.285095803065025	0.466	0.16	3.28187347985851e-170	7	ARL2
TSC22D12	2.21895060625452e-173	0.361279846151291	0.573	0.213	3.88804525227917e-169	7	TSC22D1
PRNP1	7.26984362622282e-171	0.299465614925411	0.486	0.173	1.27382200018676e-166	7	PRNP
SEC11A	1.48508928370483e-170	0.379362505161106	0.756	0.396	2.60217344290761e-166	7	SEC11A
CEBPD2	7.68061055179565e-170	0.541891370514555	0.683	0.32	1.34579658088563e-165	7	CEBPD
EEF21	2.19532239405569e-169	0.410672236846077	0.94	0.74	3.84664389886438e-165	7	EEF2
CIRBP1	5.32053533414361e-167	0.396315201015345	0.785	0.418	9.32264201248643e-163	7	CIRBP
TUBA1A1	1.8589621387278e-166	0.543721126168869	0.705	0.344	3.25727345947886e-162	7	TUBA1A
PDS5B	8.06543635548982e-166	0.262683376135567	0.385	0.118	1.41322575820893e-161	7	PDS5B
IER5L	3.39609428812074e-164	0.327906439075856	0.499	0.184	5.95063641164516e-160	7	IER5L
RHOB1	2.10767628781084e-163	0.367067033235346	0.513	0.193	3.69307039150215e-159	7	RHOB
RNASEH2C	3.51120732374616e-163	0.302915667030275	0.529	0.205	6.15233747266802e-159	7	RNASEH2C
VEGFB	5.24864373586489e-160	0.300573545726259	0.459	0.165	9.19667355398245e-156	7	VEGFB
ARL11	6.82942084554364e-159	0.271831256100746	0.463	0.167	1.19665112055616e-154	7	ARL1
ATP6AP21	8.78875771375515e-159	0.32425135601696	0.64	0.287	1.53996612660418e-154	7	ATP6AP2
RPS81	5.27733247862644e-157	0.425980314874667	1	0.989	9.24694196904924e-153	7	RPS8
NPM11	9.13189865918617e-157	0.393208080862591	0.969	0.825	1.6000912830626e-152	7	NPM1
H2AJ3	1.83251763704071e-155	0.400333902193125	0.588	0.265	3.21093740362274e-151	7	H2AJ
SESN3	2.96968179582173e-155	0.265728601058618	0.359	0.109	5.20347644263883e-151	7	SESN3
PPFIBP11	5.48858996393289e-155	0.262566161301292	0.337	0.099	9.61710733480322e-151	7	PPFIBP1
PALM2AKAP2	1.23608435493898e-154	0.265732722052166	0.333	0.096	2.16586700672408e-150	7	PALM2AKAP2
RPL7A1	1.27947448199037e-154	0.405806864687351	0.998	0.986	2.24189518734353e-150	7	RPL7A
SSR2	1.39206672051655e-154	0.35949902985481	0.769	0.421	2.4391793076891e-150	7	SSR2
YBX32	2.98864586911873e-153	0.279503576160607	0.713	0.303	5.23670529186984e-149	7	YBX3
ROCK2	1.04770363125863e-151	0.281919052592877	0.431	0.152	1.83578630269138e-147	7	ROCK2
ZNF428	1.25307789553134e-151	0.262377656298256	0.459	0.167	2.19564308855001e-147	7	ZNF428
EEF1A12	1.83426434133199e-151	0.37122836349346	1	0.992	3.21399797888192e-147	7	EEF1A1
ST13	7.84135099668574e-151	0.357489953512569	0.727	0.38	1.37396152163928e-146	7	ST13
CCNI	2.7611386662926e-148	0.39377183138073	0.88	0.637	4.8380671710779e-144	7	CCNI
ACTN11	3.30470261615645e-147	0.30932812476357	0.446	0.161	5.79049992402934e-143	7	ACTN1
MT-CYB2	7.8310220193015e-147	0.426912238139128	0.997	0.986	1.37215167822201e-142	7	MT-CYB
ADH5	1.34652004568283e-146	0.283662721827154	0.493	0.195	2.35937242404546e-142	7	ADH5
MORF4L1	1.63136038147359e-146	0.363105649474806	0.814	0.49	2.85846966041802e-142	7	MORF4L1
ATRAID	8.39189030918512e-144	0.308607671559355	0.577	0.261	1.47042701997542e-139	7	ATRAID
RPL121	2.02655257317436e-141	0.37160046917037	0.998	0.981	3.55092541871612e-137	7	RPL12
TRPS1	1.17406509531428e-140	0.268925254306609	0.356	0.116	2.05719686000968e-136	7	TRPS1
CASC4	1.91346786135355e-140	0.260589526251188	0.442	0.164	3.35277838666368e-136	7	CASC4
SEPTIN2	4.75808188219925e-140	0.315078154311799	0.622	0.294	8.33711107398953e-136	7	SEPTIN2
KDELR2	1.40941149760289e-138	0.31729699384791	0.537	0.235	2.46957082609978e-134	7	KDELR2
LMAN12	3.05220708793232e-138	0.3294065412039	0.664	0.329	5.34807725947501e-134	7	LMAN1
RPS4X2	5.85761895265958e-136	0.376723394359487	0.999	0.984	1.02637199288501e-131	7	RPS4X
MYDGF2	1.00693929462353e-134	0.324910898747112	0.628	0.307	1.76435903203934e-130	7	MYDGF
ASPH1	5.84978233100604e-134	0.254693071835109	0.426	0.156	1.02499886003888e-129	7	ASPH
AP2M1	1.78302215190134e-133	0.301356132917985	0.629	0.306	3.12421141456153e-129	7	AP2M1
SPTSSA1	7.29272557617652e-133	0.263685928456629	0.373	0.129	1.27783137545765e-128	7	SPTSSA
ARRDC3	4.87427136256157e-132	0.297979607271631	0.437	0.166	8.54069828148038e-128	7	ARRDC3
MTCH1	6.34802713057721e-132	0.297924311022567	0.558	0.252	1.11230131381974e-127	7	MTCH1
ISCU	2.25055429639034e-131	0.298732754973293	0.635	0.31	3.94342123813516e-127	7	ISCU
TPM41	4.51208103181659e-131	0.408069538979748	0.863	0.576	7.90606838394904e-127	7	TPM4
PARK7	1.40643482246018e-130	0.353527336164475	0.823	0.543	2.46435509591473e-126	7	PARK7
ESD	7.77619826007053e-129	0.251654443331656	0.46	0.184	1.36254545912956e-124	7	ESD
PURA	1.68124971611579e-128	0.269577929291903	0.506	0.215	2.94588575257809e-124	7	PURA
RPL101	1.59326470535605e-127	0.36078221291825	1	0.996	2.79171841672487e-123	7	RPL10
RPLP03	2.80871864395525e-126	0.346066661563286	0.985	0.944	4.92143680793838e-122	7	RPLP0
SUMO2	2.87910976801371e-126	0.316194693169638	0.927	0.748	5.04477613551363e-122	7	SUMO2
CISD11	1.19343712236829e-125	0.271978229489927	0.418	0.161	2.09114052581372e-121	7	CISD1
COMT2	6.85919220062743e-125	0.284011449970154	0.597	0.279	1.20186765739394e-120	7	COMT
TACC1	1.70630877381648e-123	0.275121220232084	0.529	0.231	2.98979423348123e-119	7	TACC1
LDHB1	1.05961952130155e-122	0.267609923070726	0.632	0.299	1.85666532522457e-118	7	LDHB
PHPT11	2.96043583859697e-122	0.327319965431838	0.67	0.352	5.18727567638961e-118	7	PHPT1
RACK1	1.76095526030604e-121	0.33966759105309	0.993	0.945	3.08554580710824e-117	7	RACK1
RPS3A2	9.67116011354167e-121	0.321420842551364	0.999	0.972	1.69458067509477e-116	7	RPS3A
SQSTM11	8.23621178289219e-119	0.300976582649479	0.724	0.393	1.44314902859837e-114	7	SQSTM1
PIK3R11	4.29602587659416e-118	0.368420848403828	0.592	0.291	7.52749654096828e-114	7	PIK3R1
SEPTIN71	1.74259704470513e-116	0.356266066922619	0.891	0.621	3.05337854173233e-112	7	SEPTIN7
PTMA1	2.04276298964853e-116	0.337033950400506	1	0.984	3.57932931046215e-112	7	PTMA
RWDD1	3.26166426417192e-116	0.283153954150652	0.616	0.311	5.71508812368204e-112	7	RWDD1
SNX31	3.37028056474586e-115	0.265028421374092	0.659	0.343	5.9054056055477e-111	7	SNX3
ARF41	6.08975610764257e-115	0.287813876355161	0.552	0.261	1.06704706518113e-110	7	ARF4
CLTA3	2.16488634679068e-114	0.275695039856917	0.745	0.408	3.79331385684663e-110	7	CLTA
LY6E2	4.74382879700656e-114	0.394081820344165	0.782	0.498	8.3121368181149e-110	7	LY6E
SSR31	3.69304473373973e-113	0.305766916252008	0.659	0.352	6.47095298245875e-109	7	SSR3
RPL10A3	7.95737224594674e-113	0.328679423419926	0.995	0.951	1.39429076493479e-108	7	RPL10A
CCDC85B1	2.25279054612816e-112	0.263897208526906	0.583	0.277	3.94733959492577e-108	7	CCDC85B
SKP1	6.90586530821981e-112	0.304860678779457	0.884	0.682	1.21004571930628e-107	7	SKP1
NACA1	5.86728196064152e-111	0.300465736822369	0.998	0.97	1.02806514514361e-106	7	NACA
COX7A2L	2.06062265350077e-110	0.272009905009989	0.565	0.279	3.61062301346405e-106	7	COX7A2L
GPX43	4.74962483541267e-110	0.325963601145579	0.841	0.585	8.32229263661007e-106	7	GPX4
RAB2A	7.36552786970026e-110	0.273607009044539	0.683	0.368	1.29058779332888e-105	7	RAB2A
RPL81	2.41345377669156e-108	0.294209485408059	0.995	0.98	4.22885370751895e-104	7	RPL8
RPL71	5.82977777171363e-108	0.304052297977453	0.978	0.887	1.02149366115966e-103	7	RPL7
LGALS33	2.40923829110283e-106	0.263231103196574	0.901	0.675	4.22146733367038e-102	7	LGALS3
RPS9	5.90178143570865e-106	0.284223366320924	1	0.984	1.03411014316487e-101	7	RPS9
LPP	9.71154914645109e-106	0.274785974256781	0.43	0.183	1.70165764144116e-101	7	LPP
PRKAR1A	6.49170783624301e-105	0.265894993553818	0.591	0.295	1.1374770470665e-100	7	PRKAR1A
GNAS	2.21542599621178e-104	0.280875764299646	0.967	0.867	3.88186943056228e-100	7	GNAS
EEF1D1	4.73121904031358e-104	0.289745990737607	0.973	0.853	8.29004200243745e-100	7	EEF1D
GADD45G	1.34150344486761e-103	0.298518768273475	0.264	0.084	2.35058233609703e-99	7	GADD45G
HSP90B11	7.30895978628116e-98	0.289181419515885	0.91	0.752	1.28067593375218e-93	7	HSP90B1
EIF3E	1.23405506357147e-96	0.287911669727939	0.71	0.419	2.16231128238992e-92	7	EIF3E
RPS231	1.72906976902387e-96	0.290613152229233	0.998	0.981	3.02967604928363e-92	7	RPS23
EDF11	2.73623548011989e-96	0.267113231900156	0.912	0.75	4.79443180826608e-92	7	EDF1
DAD1	1.24313052071367e-94	0.27141874571211	0.759	0.464	2.17821329839449e-90	7	DAD1
C12orf75	2.89043358460402e-91	0.278717687164462	0.423	0.186	5.06461772694316e-87	7	C12orf75
TUBB2	1.23947721417438e-90	0.2612581820104	0.615	0.332	2.17181197467634e-86	7	TUBB
BST22	2.06834516191097e-88	0.490185526709193	0.704	0.506	3.62415439270041e-84	7	BST2
RPL131	2.82690689322247e-85	0.25389402730731	1	0.994	4.95330625830442e-81	7	RPL13
PDIA61	4.45136539942053e-85	0.275346537136177	0.693	0.412	7.79968245286466e-81	7	PDIA6
NSA2	1.35534518787698e-82	0.265421933533862	0.679	0.411	2.37483583819804e-78	7	NSA2
SLC25A6	1.60490716534702e-81	0.270848496543635	0.852	0.652	2.81211833512105e-77	7	SLC25A6
CXCL13	8.81043469136804e-80	0.861088345738269	0.31	0.131	1.54376436662151e-75	7	CXCL1
CHCHD102	2.25543414924135e-75	0.289704152074428	0.597	0.348	3.95197171630069e-71	7	CHCHD10
SLC5A3	5.17107214127381e-73	0.358284802483631	0.306	0.133	9.06075260593996e-69	7	SLC5A3
JUN1	6.7231822929102e-71	0.495322417131787	0.862	0.797	1.17803600136372e-66	7	JUN
CKB1	1.46640513891884e-69	0.285660740686468	0.264	0.105	2.56943508441358e-65	7	CKB
MT-ND31	1.14773090393523e-68	0.269121018417982	0.997	0.987	2.01105408987532e-64	7	MT-ND3
MT-ATP62	6.95637780461191e-63	0.291365887891254	0.998	0.992	1.2188965189241e-58	7	MT-ATP6
MRPS6	1.13562881126551e-54	0.26437748819646	0.383	0.207	1.98984880309942e-50	7	MRPS6
HSPA1A1	1.62356918158389e-32	0.266710563941695	0.763	0.674	2.8448179199713e-28	7	HSPA1A
SOCS31	5.70316476108234e-30	0.254203221726611	0.425	0.278	9.99308529436847e-26	7	SOCS3
IGHA1	0	4.59082882184481	0.97	0.391	0	8	IGHA1
JCHAIN1	0	3.8959367330137	0.973	0.133	0	8	JCHAIN
IGLC21	0	3.49956960408282	0.887	0.397	0	8	IGLC2
IGHA2	0	3.37701565876261	0.613	0.057	0	8	IGHA2
IGKC1	0	2.78995961802988	0.93	0.605	0	8	IGKC
MZB11	0	2.1157357209659	0.917	0.122	0	8	MZB1
DERL31	0	1.71965168527866	0.853	0.067	0	8	DERL3
SSR41	0	1.68287204808054	0.989	0.782	0	8	SSR4
FKBP111	0	1.48124767623519	0.859	0.185	0	8	FKBP11
SEC11C1	0	1.19800246271904	0.845	0.283	0	8	SEC11C
XBP12	0	1.12446406482329	0.833	0.323	0	8	XBP1
CD79A1	0	1.05091349301722	0.691	0.046	0	8	CD79A
PRDX41	0	0.943024788324254	0.765	0.219	0	8	PRDX4
FCRL51	0	0.597190784526845	0.502	0.024	0	8	FCRL5
TNFRSF171	0	0.546517589905614	0.479	0.018	0	8	TNFRSF17
JSRP11	0	0.545923340177598	0.347	0.023	0	8	JSRP1
PLPP51	0	0.498424881913063	0.565	0.123	0	8	PLPP5
SPAG41	0	0.356210013610376	0.378	0.021	0	8	SPAG4
PTP4A31	0	0.332657990473664	0.281	0.036	0	8	PTP4A3
POU2AF11	0	0.325754737345654	0.322	0.022	0	8	POU2AF1
SSR32	2.2098533240751e-297	0.687998126729666	0.785	0.35	3.87210499444439e-293	8	SSR3
MANF1	1.05445729209926e-292	0.619655110646307	0.685	0.244	1.84762006721633e-288	8	MANF
MEI1	4.34724774745282e-291	0.261949159851028	0.305	0.047	7.61724750308683e-287	8	MEI1
SDF2L11	2.10442548874265e-289	0.563868894322293	0.676	0.227	3.68737434137487e-285	8	SDF2L1
SELENOM3	7.30739769502302e-287	0.522799958240969	0.684	0.223	1.28040222412193e-282	8	SELENOM
CRELD21	2.41765823647958e-282	0.455306864170708	0.538	0.146	4.23622076195952e-278	8	CRELD2
TXNDC151	8.72511818424585e-277	0.377478334234951	0.476	0.116	1.52881520824356e-272	8	TXNDC15
EAF2	8.22322095168878e-276	0.289271926049473	0.331	0.058	1.44087277515491e-271	8	EAF2
SEL1L1	2.66668343541864e-275	0.488416712693522	0.575	0.17	4.67256271554053e-271	8	SEL1L
HERPUD11	1.60185565231778e-266	0.85190761977476	0.744	0.32	2.80677147399122e-262	8	HERPUD1
SPCS31	5.4262516284182e-261	0.662148590888606	0.787	0.377	9.50787810331437e-257	8	SPCS3
IGLC31	8.10806267422195e-230	2.78218198065016	0.837	0.482	1.42069474177717e-225	8	IGLC3
RRBP14	2.25903883069973e-216	0.587291585222392	0.711	0.306	3.95828783915207e-212	8	RRBP1
ERLEC11	1.23108065851686e-200	0.458394929632076	0.594	0.225	2.15709952985324e-196	8	ERLEC1
PDK1	1.76756919618735e-199	0.27659055024855	0.287	0.058	3.09713474555947e-195	8	PDK1
HSP90B12	1.63042989172285e-177	0.707937413428473	0.918	0.752	2.85683925627678e-173	8	HSP90B1
SPCS11	8.20507592402748e-174	0.528296759894695	0.779	0.444	1.43769340340809e-169	8	SPCS1
RALGPS21	1.33810774434724e-173	0.288964768082868	0.343	0.088	2.34463238964524e-169	8	RALGPS2
UBE2J1	2.03187581223932e-168	0.338945351682988	0.452	0.144	3.56025279820574e-164	8	UBE2J1
SLAMF71	6.79573507759837e-155	0.263952818186947	0.41	0.124	1.19074870029679e-150	8	SLAMF7
KRTCAP21	1.40356170023057e-154	0.503973134193672	0.648	0.318	2.459320811144e-150	8	KRTCAP2
LY962	2.18106290588918e-134	0.252401464827196	0.419	0.137	3.82165842369901e-130	8	LY96
SPCS21	7.5905915696309e-130	0.399854511133295	0.75	0.426	1.33002345483073e-125	8	SPCS2
TENT5C1	7.93757816010153e-120	0.251884514364759	0.436	0.158	1.39082244521299e-115	8	TENT5C
SELENOK1	7.50249640451228e-111	0.387995119684172	0.711	0.408	1.31458741999864e-106	8	SELENOK
PIM2	4.5132411391669e-108	0.267342204093268	0.299	0.094	7.90810112404825e-104	8	PIM2
CD271	4.05914560704261e-107	0.276019143378831	0.398	0.146	7.11243493266005e-103	8	CD27
MYDGF3	5.25096210378447e-107	0.385644579585475	0.598	0.31	9.20073579825116e-103	8	MYDGF
NUCB21	5.72680262376492e-107	0.295826567249618	0.561	0.257	1.00345035573609e-102	8	NUCB2
SELENOS1	2.34511469715326e-104	0.347073105149312	0.608	0.319	4.10910997235195e-100	8	SELENOS
LMAN13	1.31967918893964e-100	0.327970624154534	0.627	0.331	2.31234187486003e-96	8	LMAN1
CYBA2	7.3724953500084e-96	0.400863957465008	0.977	0.869	1.29180863522847e-91	8	CYBA
DNAJB9	6.10876929385002e-94	0.258487387783361	0.421	0.176	1.0703785556684e-89	8	DNAJB9
RABAC12	1.09236024947734e-85	0.339577853792925	0.686	0.416	1.9140336291342e-81	8	RABAC1
SEC61B1	5.94812341072288e-71	0.29830116604328	0.825	0.702	1.04223018402686e-66	8	SEC61B
ITM2C1	1.74326201670633e-69	0.283150113263712	0.387	0.177	3.05454370567282e-65	8	ITM2C
TMEM592	5.59862230119111e-68	0.339677081257984	0.78	0.632	9.80990599614706e-64	8	TMEM59
RPN21	1.77985533269924e-63	0.258629144108519	0.549	0.314	3.11866251395561e-59	8	RPN2
TPSB2	0	4.62942796969628	0.992	0.029	0	9	TPSB2
TPSAB1	0	3.80969722156587	0.988	0.012	0	9	TPSAB1
CPA3	0	3.40645842905898	0.996	0.011	0	9	CPA3
MS4A2	0	2.23119161682538	0.939	0.005	0	9	MS4A2
LTC4S	0	2.08486183644848	0.944	0.058	0	9	LTC4S
HPGD	0	2.01095066606212	0.864	0.078	0	9	HPGD
GATA2	0	1.86258798807778	0.876	0.022	0	9	GATA2
HPGDS	0	1.70345319921255	0.9	0.006	0	9	HPGDS
VIM2	0	1.52936291145478	0.999	0.81	0	9	VIM
SLC18A2	0	1.51888999769104	0.879	0.005	0	9	SLC18A2
KIT	0	1.36476063465498	0.826	0.01	0	9	KIT
SAMSN11	0	1.34311187002993	0.888	0.255	0	9	SAMSN1
VWA5A	0	1.28978979600965	0.844	0.031	0	9	VWA5A
HDC	0	1.26369071364954	0.756	0.003	0	9	HDC
RHEX	0	1.21026217002639	0.768	0.017	0	9	RHEX
LMO43	0	1.20785837871223	0.844	0.219	0	9	LMO4
CLU2	0	1.20356119699351	0.944	0.169	0	9	CLU
IL1RL1	0	1.16913040918013	0.794	0.005	0	9	IL1RL1
CTSG	0	1.13444431498167	0.354	0.001	0	9	CTSG
ADCYAP1	0	1.12205263770219	0.46	0.002	0	9	ADCYAP1
ACSL41	0	1.08095558523502	0.818	0.174	0	9	ACSL4
NSMCE1	0	1.07406002376232	0.658	0.11	0	9	NSMCE1
CAPG1	0	1.03819509714725	0.883	0.319	0	9	CAPG
FCER1G2	0	0.980660996155769	0.914	0.234	0	9	FCER1G
RGS13	0	0.893230457852223	0.619	0.013	0	9	RGS13
AKAP121	0	0.834637858021455	0.56	0.023	0	9	AKAP12
FOXP1	0	0.806948356719829	0.758	0.225	0	9	FOXP1
TMEM176B3	0	0.767787799019075	0.728	0.166	0	9	TMEM176B
SLC45A3	0	0.75973202100857	0.59	0.003	0	9	SLC45A3
SIGLEC6	0	0.732737384871582	0.599	0.002	0	9	SIGLEC6
ARHGEF6	0	0.728641742657036	0.674	0.1	0	9	ARHGEF6
BTK	0	0.716534690746074	0.647	0.039	0	9	BTK
BMP2K1	0	0.699609944663723	0.639	0.092	0	9	BMP2K
TENT5A	0	0.681956887354533	0.549	0.086	0	9	TENT5A
LEO1	0	0.681788590862478	0.597	0.114	0	9	LEO1
CLNK	0	0.673513375739788	0.454	0.039	0	9	CLNK
PALM2AKAP21	0	0.652870631307414	0.608	0.094	0	9	PALM2AKAP2
TPSD1	0	0.645224921521406	0.538	0.001	0	9	TPSD1
ARHGAP181	0	0.641793936157173	0.74	0.186	0	9	ARHGAP18
LYL1	0	0.635071124820548	0.592	0.045	0	9	LYL1
GCSAML	0	0.629470089410138	0.526	0.001	0	9	GCSAML
RHOBTB32	0	0.62882762840495	0.604	0.079	0	9	RHOBTB3
ALOX51	0	0.613398116165845	0.618	0.081	0	9	ALOX5
MAOB	0	0.603217372894833	0.521	0.01	0	9	MAOB
GALC	0	0.59773797410397	0.521	0.055	0	9	GALC
BACE21	0	0.595320224408385	0.593	0.084	0	9	BACE2
CNRIP1	0	0.589323198767943	0.543	0.014	0	9	CNRIP1
GRAP2	0	0.583513701782289	0.551	0.063	0	9	GRAP2
RAB321	0	0.568640949088069	0.604	0.094	0	9	RAB32
CAVIN2	0	0.53071958898978	0.451	0.015	0	9	CAVIN2
ATP6V0A2	0	0.508578193108105	0.514	0.056	0	9	ATP6V0A2
PTGS1	0	0.498284754082232	0.475	0.025	0	9	PTGS1
KCNH2	0	0.49683655480038	0.421	0.002	0	9	KCNH2
RAB27B	0	0.495480550697278	0.504	0.054	0	9	RAB27B
SMYD3	0	0.49259164758823	0.486	0.038	0	9	SMYD3
LIF	0	0.489954716753312	0.347	0.012	0	9	LIF
TMEM233	0	0.462631824822995	0.347	0.001	0	9	TMEM233
ALDH1A12	0	0.451690608163934	0.468	0.073	0	9	ALDH1A1
CALB2	0	0.443626515730185	0.362	0.002	0	9	CALB2
TESPA1	0	0.438380286660677	0.462	0.041	0	9	TESPA1
CADPS	0	0.424075750291141	0.367	0.007	0	9	CADPS
FCER1A	0	0.42173734397893	0.376	0.014	0	9	FCER1A
HS3ST1	0	0.409096602149635	0.367	0.029	0	9	HS3ST1
EXD3	0	0.402184656287634	0.29	0.024	0	9	EXD3
ARMH1	0	0.399205794362621	0.374	0.022	0	9	ARMH1
DLC11	0	0.392398200590203	0.397	0.023	0	9	DLC1
PMP222	0	0.391628279570763	0.454	0.061	0	9	PMP22
CTTNBP2	0	0.38831384826478	0.362	0.017	0	9	CTTNBP2
ACOT7	0	0.378116767652333	0.369	0.045	0	9	ACOT7
CDK15	0	0.377593931759999	0.36	0.001	0	9	CDK15
STXBP61	0	0.376892732148711	0.393	0.036	0	9	STXBP6
MITF1	0	0.365549328072443	0.374	0.034	0	9	MITF
KLRG1	0	0.357688993338569	0.407	0.051	0	9	KLRG1
P2RX1	0	0.356246409478962	0.344	0.011	0	9	P2RX1
TIMP31	0	0.355946885448685	0.376	0.035	0	9	TIMP3
CATSPER1	0	0.35540977162413	0.365	0.01	0	9	CATSPER1
GMPR	0	0.349270452882867	0.336	0.013	0	9	GMPR
SVOPL	0	0.346866926555532	0.34	0.001	0	9	SVOPL
FERMT21	0	0.344655214430815	0.357	0.034	0	9	FERMT2
CD22	0	0.337200948944472	0.329	0.013	0	9	CD22
TTLL7	0	0.333184932695617	0.344	0.021	0	9	TTLL7
ADAM121	0	0.327177796063558	0.338	0.022	0	9	ADAM12
NTRK1	0	0.316694290254134	0.304	0.002	0	9	NTRK1
CD33	0	0.304906837200064	0.324	0.024	0	9	CD33
FER	0	0.295324084068869	0.303	0.031	0	9	FER
ST8SIA6	0	0.283676445590249	0.264	0.007	0	9	ST8SIA6
SLC2A6	0	0.278528265720609	0.275	0.026	0	9	SLC2A6
TMEM255B	0	0.266038320633772	0.261	0.017	0	9	TMEM255B
PIK3R6	0	0.262241683046219	0.267	0.017	0	9	PIK3R6
ENPP3	0	0.253776038463813	0.254	0.006	0	9	ENPP3
CD633	4.19528247179426e-299	1.05856173204006	0.994	0.794	7.3509739470779e-295	9	CD63
ALOX5AP1	3.88866011888644e-297	0.796240911305898	0.888	0.305	6.81371026031282e-293	9	ALOX5AP
TIMP13	8.71246561061828e-297	0.736324543885747	0.892	0.305	1.52659822429254e-292	9	TIMP1
MLPH1	3.01215697177777e-286	0.379002302570174	0.407	0.063	5.277901445949e-282	9	MLPH
PLIN21	1.57632685500179e-282	0.617182633174428	0.631	0.153	2.76203991533414e-278	9	PLIN2
STX3	5.39024244144438e-275	0.431860690609916	0.467	0.083	9.44478280589885e-271	9	STX3
BEX4	5.69937389950162e-274	0.475060651500495	0.518	0.107	9.98644294670675e-270	9	BEX4
IL18R1	3.19000511314472e-273	0.357194890815537	0.399	0.063	5.58952695925218e-269	9	IL18R1
LAT2	6.33166744603019e-273	0.404320873661592	0.485	0.09	1.10943476989341e-268	9	LAT2
RGS101	3.52792077283643e-268	0.786547645405562	0.822	0.305	6.18162277816399e-264	9	RGS10
HS6ST1	3.03270024472118e-267	0.318422024458158	0.353	0.051	5.31389736880045e-263	9	HS6ST1
CD841	3.03415906568104e-266	0.524833887010983	0.635	0.154	5.31645351488632e-262	9	CD84
LAPTM4A2	7.92179453259106e-261	0.799872411059078	0.838	0.351	1.38805683800061e-256	9	LAPTM4A
TNIK	9.33874797203536e-261	0.376243153690414	0.414	0.071	1.63633541966004e-256	9	TNIK
LAT1	1.65472617458933e-259	0.523572818367996	0.594	0.142	2.89941120311542e-255	9	LAT
DUSP61	3.83372652621206e-257	0.811224985421892	0.575	0.14	6.71745561922876e-253	9	DUSP6
TMEM273	2.39686126715573e-256	0.288331582295133	0.296	0.037	4.19978031231026e-252	9	TMEM273
CTNNBL1	2.85233120457168e-255	0.441078680159321	0.5	0.105	4.9978547366505e-251	9	CTNNBL1
PARVB	9.49052620472888e-246	0.270549143187145	0.326	0.047	1.66293000159259e-241	9	PARVB
FHL3	3.49320983981919e-245	0.275220552876664	0.311	0.043	6.12080228133118e-241	9	FHL3
CD691	1.5986446563062e-229	1.40296728985441	0.771	0.319	2.80114516677972e-225	9	CD69
MEIS2	2.19608181665618e-228	0.289744884963195	0.333	0.052	3.84797455914496e-224	9	MEIS2
SPECC1	1.42713411351111e-227	0.346231555453271	0.419	0.081	2.50062439369416e-223	9	SPECC1
CD93	2.58551305952982e-224	0.790187382588765	0.912	0.415	4.53033598290816e-220	9	CD9
UBB	9.42743066743448e-223	0.870551870431281	0.996	0.896	1.65187440154787e-218	9	UBB
SWAP70	5.88682197181594e-222	0.421235001472196	0.499	0.115	1.03148894590159e-217	9	SWAP70
NR4A11	1.98165672457699e-221	0.851571888770635	0.671	0.222	3.4722589128038e-217	9	NR4A1
RAB37	5.40652890897346e-218	0.250661571601287	0.292	0.042	9.47331995430329e-214	9	RAB37
ANXA13	1.2756402009024e-216	0.86531815168306	0.978	0.733	2.23517676002119e-212	9	ANXA1
CSF1	3.67758869998171e-216	0.666650082869294	0.414	0.085	6.44387092010794e-212	9	CSF1
AHR1	4.66977774564386e-215	0.548871675897614	0.579	0.161	8.18238456591718e-211	9	AHR
PBX11	3.94488628696784e-212	0.375025151226144	0.433	0.091	6.91222975202505e-208	9	PBX1
SNX29	1.35816154757331e-211	0.288731773372839	0.354	0.062	2.37977066365795e-207	9	SNX29
RAC21	1.43020077366633e-210	0.666515742630249	0.867	0.359	2.50599779561814e-206	9	RAC2
DTNBP1	1.00975427354206e-204	0.36822728983945	0.39	0.078	1.7692914381004e-200	9	DTNBP1
NFKBIZ2	2.4994732370947e-204	0.852787781973369	0.712	0.275	4.37957700603733e-200	9	NFKBIZ
PTMA2	1.89200560695262e-203	0.62997196847307	1	0.984	3.31517222450238e-199	9	PTMA
C4orf481	1.02570292409755e-200	0.54460520479598	0.679	0.229	1.79723666360372e-196	9	C4orf48
RGS12	1.10777640816844e-199	0.896716285339359	0.8	0.309	1.94104582239273e-195	9	RGS1
C1orf1621	5.50969913536728e-199	0.350492035396496	0.458	0.101	9.65409482499055e-195	9	C1orf162
